MH34
1.00000000	0.00000000
0.99658000	0.00040000
0.98666000	0.00177000
0.97093000	0.00429000
0.95005000	0.00781000
0.92454000	0.01197000
0.89470000	0.01642000
0.86076000	0.02095000
0.82306000	0.02545000
0.78194000	0.02983000
0.73783000	0.03405000
0.69124000	0.03805000
0.64268000	0.04174000
0.59270000	0.04506000
0.54183000	0.04793000
0.49064000	0.05029000
0.43966000	0.05206000
0.38946000	0.05320000
0.34057000	0.05364000
0.29348000	0.05335000
0.24869000	0.05228000
0.20664000	0.05040000
0.16773000	0.04771000
0.13232000	0.04420000
0.10071000	0.03991000
0.07316000	0.03488000
0.04985000	0.02919000
0.03093000	0.02297000
0.01647000	0.01640000
0.00649000	0.00975000
0.00105000	0.00348000
0.00029000	0.00165000
0.00001000	0.00032000
0.00010000	-0.00083000
0.00066000	-0.00191000
0.00169000	-0.00302000
0.00627000	-0.00628000
0.01729000	-0.01110000
0.03326000	-0.01566000
0.05408000	-0.01973000
0.07962000	-0.02324000
0.10967000	-0.02613000
0.14398000	-0.02839000
0.18223000	-0.03003000
0.22403000	-0.03107000
0.26897000	-0.03155000
0.31657000	-0.03151000
0.36632000	-0.03101000
0.41766000	-0.03009000
0.47004000	-0.02883000
0.52284000	-0.02727000
0.57548000	-0.02547000
0.62734000	-0.02347000
0.67780000	-0.02134000
0.72629000	-0.01909000
0.77221000	-0.01676000
0.81501000	-0.01434000
0.85419000	-0.01175000
0.88949000	-0.00891000
0.92076000	-0.00601000
0.94766000	-0.00343000
0.96970000	-0.00149000
0.98621000	-0.00038000
0.99650000	-0.00003000
1.00000000	0.00000000
